,ph,Turbidity,pH_Type,Turbidity_Type,Potability
2252,6.867521704,4.837268003999999,0,1,1
2253,6.155249161,3.8039085139999997,0,1,0
2254,8.3032638,3.892667002,1,1,1
2255,8.641634075,3.416625245,1,1,0
2257,7.3486112310000005,3.544537268,1,1,1
2258,7.573905933,4.410729143999999,1,1,1
2259,7.855906367999999,4.15188983,1,1,1
2261,3.7983910489999997,4.833507857,0,1,0
2263,11.23542596,5.147055276000001,1,0,0
2264,6.396341051,4.44590718,0,1,0
2266,5.228506322,3.188805473,0,1,0
2267,6.512239645,5.425794713999999,0,0,1
2268,7.83431924,3.5329360960000002,1,1,1
2269,7.3882920389999995,3.846830261,1,1,1
2270,6.020653841000001,5.217131275,0,0,0
2271,8.388322494,3.8547715160000005,1,1,1
2272,8.384296439,3.460998376,1,1,1
2273,7.393977957000001,3.782727581,1,1,1
2275,8.384623152,3.682780338,1,1,1
2276,7.094802143,4.0846600330000005,1,1,1
2277,6.565319432000001,2.233894046,0,1,1
2278,6.38171958,4.657694982,0,1,0
2279,7.539742095,4.21067784,1,1,1
2280,10.62882091,5.140449467,1,0,0
2281,9.228484209,4.829753514,1,1,0
2282,10.52460198,4.340986728,1,1,0
2284,6.0212659429999995,4.028042401,0,1,0
2286,5.973951249,4.208923205,0,1,0
2287,6.217579612000001,3.490002014,0,1,0
2289,9.130607244,5.288486793,1,0,0
2291,6.095511875,4.302015723,0,1,0
2292,6.195254905,3.138971387,0,1,0
2293,5.814564234,4.131911908,0,1,0
2294,6.756659807,4.184873593,0,1,1
2296,6.36997353,3.427066374,0,1,0
2297,6.601407395,3.9735764060000003,0,1,1
2298,5.651933841,3.872027137,0,1,0
2299,7.606066882,4.58147746,1,1,1
2300,2.97442941,2.7799018419999997,0,1,0
2303,8.111101031,3.6637749410000002,1,1,1
2304,7.116132606,3.915381678,1,1,1
2305,5.280292296,3.835305908,0,1,0
2307,9.808258179,4.48126124,1,1,0
2309,8.018831607000001,3.188477334,1,1,1
2310,6.603640717,3.403798435,0,1,1
2311,6.450805742999999,3.275581182,0,1,0
2312,6.26637841,2.936610535,0,1,0
2314,5.161878763,4.320100541,0,1,0
2315,6.98440553,3.4062104580000003,0,1,1
2316,6.791992649,2.91405748,0,1,1
2317,8.30922771,3.7563968310000004,1,1,1
2318,5.0577364110000005,3.1639359369999998,0,1,0
2319,6.908272154,5.405567222999999,0,0,1
2320,7.243409879,4.466935915,1,1,1
2321,6.164480227,4.834023096,0,1,0
2322,9.16099754,3.542527793,1,1,0
2323,5.277875568,3.6326070319999997,0,1,0
2324,3.975752658,3.666823799,0,1,0
2325,5.685216463,4.066156997,0,1,0
2326,6.93365391,2.0107286859999998,0,1,1
2327,7.464485186,3.880576017,1,1,1
2328,6.071838864,2.691610395,0,1,0
2329,7.136102612999999,2.574191772,1,1,1
2331,6.328553081,3.265854137,0,1,0
2332,6.150595718,4.847520234,0,1,0
2334,5.508155526,4.571406411,0,1,0
2335,4.761105185,4.581395078,0,1,0
2336,10.49074403,2.887022939,1,1,0
2337,6.6761373189999995,4.336648485,0,1,1
2338,7.973307535,2.826111941,1,1,1
2339,7.352146038,5.864497891,1,0,1
2340,6.9908008310000005,4.332639872,0,1,1
2341,5.468360932,4.933467949,0,1,0
2342,7.835906989,3.183864093,1,1,1
2343,2.538115773,2.8400972139999996,0,1,0
2344,8.423084472000001,3.9586089839999996,1,1,1
2345,7.617014108999999,3.800552599,1,1,1
2346,7.617033494,4.299543396,1,1,1
2347,5.429334842,3.08173592,0,1,0
2349,5.495975999,4.9010382219999995,0,1,0
2350,5.092757239,4.6367286960000005,0,1,0
2351,6.252810211,2.921797389,0,1,0
2352,6.747415283,3.377450524,0,1,1
2353,6.640862809,4.7082686019999995,0,1,1
2355,7.300990131,4.59634734,1,1,1
2356,5.498514693,3.074815428,0,1,0
2357,5.652501287000001,4.856444192,0,1,0
2358,6.164927293,4.1696609780000005,0,1,0
2359,7.851925692000001,5.204044178,1,0,1
2360,7.22168944,3.160818481,1,1,1
2361,6.578083891,4.890415759,0,1,1
2362,7.8594899389999995,4.4980691660000005,1,1,1
2363,6.073684981,5.249069811,0,0,0
2365,6.407963336,2.954092652,0,1,0
2366,8.64664295,3.333242682,1,1,0
2367,7.184697763,3.904063423,1,1,1
2368,6.93208503,4.433285888,0,1,1
2369,6.1747505789999995,2.5660487880000002,0,1,0
2370,9.54025224,3.3295038989999997,1,1,0
2371,6.888842932,4.512332449,0,1,1
2372,8.174186267,4.709402885,1,1,1
2373,8.756926859,2.9456717269999997,1,1,0
2374,4.740056688,5.4679357060000005,0,0,0
2375,8.764495619,5.790838006,1,0,0
2376,7.899451562,2.853767349,1,1,1
2377,7.40265315,6.226580405,1,0,1
2378,5.800034177000001,4.074407572,0,1,0
2379,7.089184187000001,3.2660285119999997,1,1,1
2380,7.852206664,3.532437619,1,1,1
2381,4.9456947,3.78251746,0,1,0
2382,9.77693205,2.5694680009999997,1,1,0
2383,5.15348864,3.749920565,0,1,0
2384,6.884981084,4.58431918,0,1,1
2385,7.608750191,4.6274642230000005,1,1,1
2387,4.901906856,4.103534273999999,0,1,0
2388,5.711212506,3.953334967,0,1,0
2389,7.476689512,4.195539286,1,1,1
2390,7.033495055,3.678957092,1,1,1
2393,8.655298873,4.5887583780000005,1,1,0
2395,8.304334653,4.181254134,1,1,1
2396,7.717076952,4.967975792,1,1,1
2397,7.555822759,4.099168691,1,1,1
2398,4.881729593999999,3.050197585,0,1,0
2399,8.311271181,4.4620457380000005,1,1,1
2400,3.800431282,4.473976075,0,1,0
2401,4.08359488,2.9748709030000002,0,1,0
2403,4.865069696,3.974972302,0,1,0
2404,9.624726886,2.615257476,1,1,0
2405,5.188776875,3.769503907,0,1,0
2406,7.842979001000001,5.109312362,1,0,1
2407,5.916930487999999,3.15755952,0,1,0
2408,5.72968912,5.1005523539999995,0,0,0
2409,5.678220967000001,5.42978174,0,0,0
2410,7.38658182,3.791372588,1,1,1
2411,7.519227462999999,3.2757249589999997,1,1,1
2412,7.446225785,5.086698562,1,0,1
2413,7.7539361179999995,4.833026694,1,1,1
2414,9.159660477000001,5.452362325,1,0,0
2415,7.496990927000001,3.837926004,1,1,1
2416,7.5423001670000005,4.317553512,1,1,1
2417,7.15905299,4.291668967,1,1,1
2419,5.844673796,4.338056088,0,1,0
2421,5.258414737,3.730792788,0,1,0
2422,7.420640789,5.42376733,1,0,1
2423,7.074251444,4.878944116,1,1,1
2424,8.189213851,3.7095088780000003,1,1,1
2425,7.744130994,5.207683455,1,0,1
2426,8.289857906,4.289236735,1,1,1
2427,8.025220021,4.134942729,1,1,1
2428,8.848927372,5.992325027000001,1,0,0
2429,6.438421804,3.3803603939999998,0,1,0
2431,8.205550719,5.12952782,1,0,1
2432,8.310373672,3.493053886,1,1,1
2434,7.833970824,4.814916877,1,1,1
2435,8.142660401,4.617093489,1,1,1
2436,5.896432475,4.2807929289999995,0,1,0
2438,4.3107014999999995,3.1723754910000004,0,1,0
2439,7.895769121,4.3917313380000005,1,1,1
2440,6.862995092,5.343285034,0,0,1
2441,6.30476863,5.1099347580000005,0,0,0
2442,6.578680568999999,4.292042179,0,1,1
2443,8.96724411,3.7422559439999996,1,1,0
2445,7.423088086,3.712681965,1,1,1
2446,9.166758133,5.429266408999999,1,0,0
2447,8.468694415,4.375598892,1,1,1
2448,6.48615266,3.246794305,0,1,0
2449,4.439095783,3.8442307610000004,0,1,0
2450,7.79278353,4.047380786000001,1,1,1
2451,7.205218264,3.4653310889999998,1,1,1
2452,6.569053876,4.204699129,0,1,1
2454,4.29168773,4.616088554,0,1,0
2456,4.921093903,3.285186851,0,1,0
2457,6.727185265,4.158248535,0,1,1
2458,5.757088957000001,3.730185467,0,1,0
2459,5.842359064,3.8652959669999998,0,1,0
2460,8.848103019,3.074799306,1,1,0
2461,5.866250667999999,4.281313459,0,1,0
2462,6.020995363,4.806016625,0,1,0
2463,7.529929502999999,4.585321994,1,1,1
2464,6.649705311,3.085178509,0,1,1
2465,5.097786226,4.8293233639999995,0,1,0
2466,6.483994507999999,2.688643285,0,1,0
2468,5.669699209,1.910116645,0,1,0
2469,8.127710424,4.244173211000001,1,1,1
2470,9.106916915,4.186726398999999,1,1,0
2471,7.575757884,3.176432526,1,1,1
2472,8.246369054,4.43325661,1,1,1
2473,2.9454690610000003,5.06998277,0,0,0
2474,4.964070342,4.761700804,0,1,0
2475,4.99139689,3.92659873,0,1,0
2476,5.04562573,3.3317866410000003,0,1,0
2478,11.06945629,4.880512381,1,1,0
2479,5.775330889,5.164259921,0,0,0
2480,9.012100313,4.962329207,1,1,0
2481,4.031610444,4.037939155,0,1,0
2482,7.882123947,5.364172169,1,0,1
2483,8.759488715,2.88957811,1,1,0
2484,6.653649515,4.871406193,0,1,1
2486,4.473882085,4.893656691,0,1,0
2487,9.349469962,3.778022672,1,1,0
2488,6.862936026,3.806093256,0,1,1
2489,8.261405952,2.80042812,1,1,1
2490,8.860324242,2.47667442,1,1,0
2491,7.49651068,3.363403258,1,1,1
2492,10.16417334,3.530940955,1,1,0
2494,6.039823242000001,3.923766075,0,1,0
2496,6.057904774,4.269753245,0,1,0
2497,8.005016372,5.288776597,1,0,1
2499,7.038347517,4.575578405,1,1,1
2501,8.237091873999999,3.686074473,1,1,1
2502,6.5740838639999994,4.9773235080000005,0,1,1
2503,7.33810761,3.736379595,1,1,1
2504,4.851103882,3.6441068939999997,0,1,0
2505,6.917920216000001,2.691485135,0,1,1
2506,6.709336438999999,4.074387228,0,1,1
2507,6.894050879,4.568843223,0,1,1
2508,9.864727092,3.701895298,1,1,0
2510,8.039696863,3.826063248,1,1,1
2511,9.824706476,3.226035359,1,1,0
2512,10.88730499,4.0041613,1,1,0
2513,9.831401691,3.311808138,1,1,0
2514,6.528479452999999,4.063276428,0,1,1
2515,4.09141145,5.95232482,0,0,0
2519,6.175164949,3.3413692910000004,0,1,0
2520,8.736126384,3.3685326110000005,1,1,0
2521,8.240945815,4.666295331000001,1,1,1
2522,9.152284709,3.7927771,1,1,0
2524,6.3175765539999995,3.3990479139999996,0,1,0
2525,5.692124157,4.682390726,0,1,0
2528,7.1914937189999995,4.320683961,1,1,1
2529,7.381108534,4.34273753,1,1,1
2530,6.17251737,4.129984995,0,1,0
2531,9.076317994,3.4369858239999997,1,1,0
2532,8.85411954,3.461350424,1,1,0
2533,6.768060049,4.145806702,0,1,1
2535,8.543216837000001,2.8478752480000002,1,1,0
2536,9.564853066,3.1828053589999996,1,1,0
2537,5.49978773,3.6682204830000003,0,1,0
2538,5.1959206689999995,5.375901894,0,0,0
2539,7.283913577000001,3.571862512,1,1,1
2540,5.872439859,3.7410672330000003,0,1,0
2541,5.735723555,4.732953571,0,1,0
2542,6.158424006000001,5.080497555,0,0,0
2543,7.294364432999999,3.336582332,1,1,1
2544,7.054266773999999,4.780615832,1,1,1
2546,3.148712285,3.4656378360000004,0,1,0
2547,5.665266377000001,4.571823611,0,1,0
2548,8.310938776,4.408559684,1,1,1
2549,7.096098311,4.569760036,1,1,1
2550,7.957113516000001,3.729873301,1,1,1
2551,7.400238581,4.880119768,1,1,1
2552,9.734619708,3.506502994,1,1,0
2553,8.037761108,3.572519002,1,1,1
2555,5.681810747999999,5.375156608999999,0,0,0
2556,8.394509585,3.7124728339999997,1,1,1
2557,8.528292138,4.596923506,1,1,0
2558,6.238053654,3.848306967,0,1,0
2559,5.8706155010000005,3.728785237,0,1,0
2560,6.433726195,3.117918258,0,1,0
2561,6.069363893999999,4.914809132,0,1,0
2562,6.660461917,3.6731359830000003,0,1,1
2563,7.506111457,4.744006691,1,1,1
2564,5.895145557999999,5.075214288,0,0,0
2565,6.449236657,4.065148002,0,1,0
2566,8.550525459,4.5919974539999995,1,1,0
2567,7.12263744,3.750446965,1,1,1
2568,8.558663124,2.590635463,1,1,0
2569,4.6243042910000005,3.424250049,0,1,0
2571,6.091382724,5.075519616,0,0,0
2572,9.658661976,4.639386555,1,1,0
2573,8.115624507,4.40881194,1,1,1
2575,6.914868152,2.9886114439999996,0,1,1
2576,7.3379244020000005,3.935513837,1,1,1
2577,7.766114453999999,4.399902313,1,1,1
2578,8.433974836,3.167712353,1,1,1
2579,6.891549222,4.958936841,0,1,1
2580,5.9461607889999994,4.903632078999999,0,1,0
2581,6.363836377999999,4.038983502,0,1,0
2582,5.331799285,4.734873907,0,1,0
2584,8.466013448,3.94662054,1,1,1
2585,7.426274011,4.363335813,1,1,1
2586,11.21913474,5.749585831,1,0,0
2587,5.708517435,3.3442848539999996,0,1,0
2588,6.559627885,3.6644630310000004,0,1,1
2589,5.606315226,3.748740507,0,1,0
2593,7.539337776,5.114128668,1,0,1
2594,8.849702725,2.9876715239999996,1,1,0
2595,7.682762474,5.044306092,1,0,1
2597,6.448191032,3.9322103210000003,0,1,0
2598,10.19941269,4.384868013999999,1,1,0
2599,7.76618666,3.674225442,1,1,1
2601,9.756577627999999,3.749009258,1,1,0
2603,6.406797813,4.573968265,0,1,0
2605,8.445219159,4.400705862,1,1,1
2606,4.137044913,4.3273560269999995,0,1,0
2607,7.675913621,5.040460815,1,0,1
2609,5.70110097,5.956753497999999,0,0,0
2610,6.376576427000001,4.161585515,0,1,0
2611,5.517737316,4.523106008,0,1,0
2612,3.8546176780000003,4.290435046,0,1,0
2613,7.558076302000001,4.169005267,1,1,1
2614,7.387433763,3.8305772719999998,1,1,1
2615,7.763415107,4.113536187,1,1,1
2617,7.509350205,4.321856147,1,1,1
2619,5.057270546,4.432270873,0,1,0
2620,5.830542049,5.19211665,0,0,0
2621,5.859690474,2.7473328269999997,0,1,0
2622,8.891674051,4.522599229,1,1,0
2623,10.15421907,3.7308992689999996,1,1,0
2625,7.683156515,4.781323093999999,1,1,1
2626,7.4555411629999995,2.9303645960000004,1,1,1
2628,4.81183249,2.860992949,0,1,0
2629,5.720136479,3.513255496,0,1,0
2630,9.961503137000001,5.215590495,1,0,0
2631,3.2309731060000004,3.2819205589999996,0,1,0
2632,10.18843265,4.635243483,1,1,0
2633,6.2629072820000005,4.5949191560000004,0,1,0
2634,7.399811393999999,3.803723818,1,1,1
2635,9.271668544,3.744203632,1,1,0
2636,4.704183667,4.1389944,0,1,0
2637,8.65479265,5.148137888,1,0,0
2638,8.018771949,4.356279098,1,1,1
2639,8.189363356,3.6882980560000003,1,1,1
2640,9.341091803,4.5987865,1,1,0
2642,4.89196004,3.904269955,0,1,0
2643,6.056817845,3.3580608069999998,0,1,0
2644,5.655117422000001,4.401152242,0,1,0
2645,7.890263353,4.636738763,1,1,1
2646,11.90773983,4.256415421,1,1,0
2647,8.811472248,5.587395988,1,0,0
2648,4.12658131,3.504750791,0,1,0
2649,5.735358659,4.085054788,0,1,0
2650,8.000775801,4.519209518,1,1,1
2651,8.77504747,3.830698864,1,1,0
2652,8.303831038,3.3926567010000004,1,1,1
2653,5.082241432,5.056378662,0,0,0
2654,5.813546487999999,3.721425933,0,1,0
2655,3.422394164,3.676245975,0,1,0
2656,5.913374864,2.499831969,0,1,0
2657,6.78302374,4.77880815,0,1,1
2658,6.836059947000001,4.952508247,0,1,1
2659,4.884388229,3.616700535,0,1,0
2660,8.331553235,2.69238888,1,1,1
2661,7.819659154,2.402337211,1,1,1
2662,5.428356914,2.8478435380000002,0,1,0
2663,4.556656718999999,4.392257325,0,1,0
2664,7.333003447,2.642003806,1,1,1
2665,7.114386719,3.7626824660000002,1,1,1
2666,6.376950464,4.284387096000001,0,1,0
2667,9.338235017999999,1.872572601,1,1,0
2669,8.93387761,4.374796522,1,1,0
2670,10.60058999,5.477700314,1,0,0
2671,6.838816707,4.776536255,0,1,1
2672,5.6008765170000006,4.362033669,0,1,0
2673,6.102533306000001,2.2925737809999998,0,1,0
2674,6.490922996,4.372333382,0,1,0
2675,8.50697907,3.881793835,1,1,0
2676,7.413288341,3.2901059060000004,1,1,1
2678,7.586235788,4.351335081,1,1,1
2679,7.103348375,4.417193561,1,1,1
2680,6.153495924,4.819970458,0,1,0
2681,2.376768076,3.629217768,0,1,0
2682,7.514835666000001,4.29973216,1,1,1
2683,7.445189292999999,3.6378945810000003,1,1,1
2684,4.8352977280000005,3.6337606080000002,0,1,0
2685,8.376279725,5.703962807000001,1,0,1
2686,7.945909069,3.58543125,1,1,1
2687,8.727778876,3.8315404510000004,1,1,0
2688,6.089430846,4.366860919,0,1,0
2689,7.172323075,3.08421564,1,1,1
2690,8.332953485,3.408299588,1,1,1
2692,4.563370643,4.825179226,0,1,0
2694,3.676844993,5.461473096000001,0,0,0
2696,7.889079735,4.034040701,1,1,1
2697,5.525768545,4.401412624,0,1,0
2698,4.858055602,4.130972247,0,1,0
2699,3.272820098,4.318516117,0,1,0
2700,7.117578657999999,4.333401737,1,1,1
2701,7.822257362999999,3.080865919,1,1,1
2702,4.334057806000001,2.6135320969999998,0,1,0
2704,8.839583902000001,3.118039454,1,1,0
2705,5.290666877,3.5305736160000003,0,1,0
2706,7.8732716929999995,3.306392909,1,1,1
2707,7.148440932000001,4.308569821,1,1,1
2708,6.453605209,5.56826494,0,0,0
2710,5.654118942999999,3.466264458,0,1,0
2711,7.650683237000001,4.043710883999999,1,1,1
2712,6.418203057,2.670976747,0,1,0
2713,6.8480001129999994,3.815227609,0,1,1
2714,6.991685153,3.72482356,0,1,1
2715,5.924799469,4.188927904,0,1,0
2716,7.526680395,4.148223129,1,1,1
2718,5.324641431,3.652003355,0,1,0
2719,9.038326069,3.706265892,1,1,0
2720,5.945988643,3.793329276,0,1,0
2721,6.195086858,4.196558262,0,1,0
2722,9.062822325,3.730369857,1,1,0
2723,7.137428697000001,2.96418135,1,1,1
2724,6.2320105560000005,1.64151501,0,1,0
2725,7.780868679,4.602026775,1,1,1
2726,7.150046115,2.633890804,1,1,1
2727,4.574124682,3.086499926,0,1,0
2728,6.179312078,2.951960935,0,1,0
2729,5.566328463,3.424760734,0,1,0
2731,7.185167713999999,3.9558469780000003,1,1,1
2733,6.990452677,5.184441995,0,0,1
2734,5.810742057000001,3.436966862,0,1,0
2735,7.444165852,3.8208657039999996,1,1,1
2736,4.374877632,3.030107847,0,1,0
2737,6.602539772,3.592496085,0,1,1
2738,6.8574937579999995,4.306581068,0,1,1
2740,6.789820821,4.512068205,0,1,1
2741,8.560349291,2.939212581,1,1,0
2743,8.277058197999999,3.7513240910000003,1,1,1
2745,6.921257043,3.5403842780000003,0,1,1
2746,5.63692356,3.0071380989999996,0,1,0
2747,6.607503311,3.447111219,0,1,1
2748,4.95141352,3.870681285,0,1,0
2749,5.913132932999999,3.900211314,0,1,0
2751,5.796236902,2.483643397,0,1,0
2752,5.039673103999999,4.864866408999999,0,1,0
2753,6.163519015,3.4772448889999996,0,1,0
2754,6.339142826000001,3.3557650160000003,0,1,0
2755,7.610672776,5.404817648,1,0,1
2756,5.782079034,5.059361568,0,0,0
2757,6.451503542999999,6.307678472,0,0,0
2759,6.920448700000001,4.498818336,0,1,1
2760,6.549187601,4.190311121000001,0,1,1
2761,6.393231345,3.644388127,0,1,0
2762,6.1002453910000005,2.1748981990000003,0,1,0
2763,6.35943131,3.636494911,0,1,0
2764,6.272474991,4.61253578,0,1,0
2766,7.493843861,3.81994656,1,1,1
2767,7.635264692000001,3.948303516,1,1,1
2768,9.097617417,5.4736632489999995,1,0,0
2769,8.040144167000001,3.986459812,1,1,1
2770,7.296908882,4.671448183,1,1,1
2771,8.226808034,2.188701843,1,1,1
2772,8.014183072,3.417076199,1,1,1
2773,9.252893397000001,3.56643473,1,1,0
2774,7.288112707000001,3.62698996,1,1,1
2775,4.865444268,5.070254359,0,0,0
2776,4.762828659,2.471786245,0,1,0
2777,5.141506877,4.5105782660000004,0,1,0
2778,4.886379804,3.2278490860000004,0,1,0
2779,9.454119448,4.05862601,1,1,0
2780,7.000523221,4.333688587,1,1,1
2781,8.32398215,4.153782657,1,1,1
2782,6.643158712000001,4.562197671,0,1,1
2784,6.758656471,2.743890222,0,1,1
2785,8.628893415,3.0713503710000003,1,1,0
2786,9.794717849,2.807129775,1,1,0
2787,5.376078292000001,3.629250322,0,1,0
2788,5.603325961,3.9004213610000003,0,1,0
2789,8.592417714,3.701287942,1,1,0
2790,7.266781486,3.919827045,1,1,1
2791,8.064652809,3.3241126139999997,1,1,1
2793,6.336456502000001,4.561219815,0,1,0
2794,6.166348223,4.8163042439999995,0,1,0
2795,4.533399114,3.188640742,0,1,0
2796,8.951652135,1.844371604,1,1,0
2797,7.210773702000001,4.462408041000001,1,1,1
2798,4.238282525,3.7874258889999997,0,1,0
2799,8.264090516,3.410510716,1,1,1
2800,7.893312711,4.097360116,1,1,1
2801,4.85558776,4.6971530260000005,0,1,0
2802,5.230453969,3.695615112,0,1,0
2803,7.017295399,4.899611272,1,1,1
2804,4.9419721569999995,5.076146746,0,0,0
2805,9.638222268,4.614369674,1,1,0
2806,7.33739985,4.981833943,1,1,1
2809,8.257596525,4.528574925,1,1,1
2810,8.31526762,4.128525361,1,1,1
2812,7.171593555,4.62273611,1,1,1
2813,6.941278904,4.178959772,0,1,1
2815,6.888547602999999,2.901432044,0,1,1
2816,6.8331110189999995,3.021573595,0,1,1
2817,8.247958056,4.723230706,1,1,1
2818,8.922379800000002,5.82182599,1,0,0
2819,7.356056777999999,4.54991684,1,1,1
2821,9.752703227000001,3.422110475,1,1,0
2822,6.844141767000001,3.412853175,0,1,1
2823,6.910765112000001,4.340148944,0,1,1
2824,8.801846046,4.031495953,1,1,0
2825,6.2831035879999995,2.663920734,0,1,0
2826,6.35403811,4.935240394,0,1,0
2827,5.92876734,3.59291229,0,1,0
2828,6.823642006,3.3863626719999997,0,1,1
2829,7.342231249,4.261504363999999,1,1,1
2830,7.1460197160000005,5.393476357000001,1,0,1
2831,5.089387791,3.054045201,0,1,0
2832,8.594217251,4.4895447939999995,1,1,0
2833,8.149437297999999,4.949257361,1,1,1
2834,9.271578533,3.54960841,1,1,0
2835,7.021617481,3.85563625,1,1,1
2836,7.833361001,4.2709731380000004,1,1,1
2837,6.643734376,3.920607408,0,1,1
2838,6.761413709,4.350206872,0,1,1
2839,7.243482154,4.763578512,1,1,1
2840,7.990658239,3.1609174589999998,1,1,1
2841,7.612516822999999,2.939593472,1,1,1
2842,6.080992869,2.09178684,0,1,0
2843,7.888424515,2.998065931,1,1,1
2844,6.658833572000001,3.96974044,0,1,1
2846,7.22299756,3.96625851,1,1,1
2848,6.427720561,2.9044534,0,1,0
2849,5.0233807839999995,4.477351412,0,1,0
2851,8.163999618,3.6730880939999997,1,1,1
2853,5.272156459,4.063825854,0,1,0
2854,6.903074331,4.473887011,0,1,1
2855,7.4665583579999995,4.991674871,1,1,1
2856,7.397650662999999,3.078478788,1,1,1
2859,5.53953369,3.7556601869999997,0,1,0
2860,7.376161138,4.0102353939999995,1,1,1
2861,9.318613916,4.642719286,1,1,0
2862,6.701940912,4.179449581,0,1,1
2863,5.547576263,4.4486707260000005,0,1,0
2864,9.001822865,3.976873452,1,1,0
2865,9.130768887,4.771443755,1,1,0
2866,4.07792047,4.789052053,0,1,0
2867,7.125211076,3.9080753460000004,1,1,1
2868,13.54124024,3.529190957,1,1,0
2869,7.171223723,2.2090918,1,1,1
2871,6.977744099999999,3.530622694,0,1,1
2872,6.35716672,5.222077291000001,0,0,0
2874,8.339436757,4.133696122,1,1,1
2875,6.27695651,3.214286497,0,1,0
2876,10.94747264,3.112317482,1,1,0
2877,9.871791232,3.6522638310000004,1,1,0
2878,4.317187354,4.078277145,0,1,0
2879,4.227537386,4.479628314,0,1,0
2880,4.140077139,3.167582571,0,1,0
2881,5.349997297,3.838721385,0,1,0
2882,7.578014307999999,3.5038185110000004,1,1,1
2883,7.7101378910000005,3.898670803,1,1,1
2884,8.330743319,2.408049129,1,1,1
2885,6.510972335,3.96252511,0,1,1
2887,6.934310582999999,4.210975273,0,1,1
2888,8.618653849,4.141341849,1,1,0
2889,8.460963964,4.728493823,1,1,1
2890,4.0042483330000005,4.445946436,0,1,0
2891,3.7620976460000004,4.98606933,0,1,0
2892,3.795132905,3.1850831680000002,0,1,0
2893,5.660736311,5.016187559,0,0,0
2894,9.396148399,4.606058055,1,1,0
2895,13.34988856,2.531074855,1,1,0
2897,7.817901281,4.622667687,1,1,1
2899,1.431781555,4.948442556,0,1,0
2900,6.970036694,4.27528772,0,1,1
2901,10.85186035,4.345012725,1,1,0
2902,6.58800729,4.216454466,0,1,1
2903,9.00435217,3.527893471,1,1,0
2905,4.328282516,3.708525863,0,1,0
2906,7.417823927000001,3.470812079,1,1,1
2907,3.2616697869999998,4.280669331,0,1,0
2909,7.928831289,3.413572943,1,1,1
2910,7.975329901,3.306129017,1,1,1
2911,9.504157787999999,4.343041373,1,1,0
2912,5.158722568,4.094605278,0,1,0
2913,3.923473633,4.582982366,0,1,0
2915,5.849778285,3.6438158880000002,0,1,0
2916,5.890870359,4.37077656,0,1,0
2917,5.963479205,3.727813323,0,1,0
2918,6.1067596360000005,3.9249670639999996,0,1,0
2919,6.898932482,3.6884555530000003,0,1,1
2920,8.091812332,4.370031238,1,1,1
2921,7.611982389,6.494748556,1,0,1
2922,8.886979332000001,4.731195077,1,1,0
2923,6.532097274,4.599324041,0,1,1
2924,7.833980482,4.254477177,1,1,1
2925,11.56316906,5.107236014,1,0,0
2926,6.782868548,5.468590847000001,0,0,1
2927,8.28876546,3.5805234610000003,1,1,1
2928,0.97557799,2.53399627,0,1,0
2929,7.528980405,3.644409765,1,1,1
2930,9.764658134,3.024571178,1,1,0
2931,10.19166524,3.403422698,1,1,0
2932,2.92517432,3.678588221,0,1,0
2934,6.657793591,3.868925702,0,1,1
2935,7.00523014,3.58986576,1,1,1
2937,6.2278419220000005,4.599573327,0,1,0
2938,6.392760459,4.421528142,0,1,0
2939,6.088022489,4.173083496,0,1,0
2940,3.961389047,4.0929659,0,1,0
2941,4.275159673,3.732856051,0,1,0
2942,7.301903491,3.430699188,1,1,1
2943,10.89348473,3.6349703960000004,1,1,0
2944,6.79809746,3.571622599,0,1,1
2945,11.49670245,3.132253296,1,1,0
2946,5.808238633999999,4.81906373,0,1,0
2948,5.679330465,3.292071095,0,1,0
2949,7.783305613,5.045619628,1,0,1
2950,6.316470521,4.902735486,0,1,0
2951,8.605374455,3.665323341,1,1,0
2953,7.057552646,4.4864026269999995,1,1,1
2954,4.850104171,3.885385518,0,1,0
2956,4.560916536000001,4.1236217360000005,0,1,0
2957,9.130828108,3.074134305,1,1,0
2959,4.233558617,3.515672079,0,1,0
2960,5.571019711,3.931306748,0,1,0
2962,8.527142498,2.649423905,1,1,0
2963,4.570854413,4.484185987,0,1,0
2964,8.903733775,4.365169642,1,1,0
2965,9.45993051,3.322889738,1,1,0
2966,6.040281662000001,5.761580322,0,0,0
2968,4.663492192,3.742293454,0,1,0
2969,5.726336216,3.912289082,0,1,0
2970,10.93311072,3.894988624,1,1,0
2971,4.281522089,4.371167168,0,1,0
2972,7.948488372000001,3.8911243460000002,1,1,1
2973,6.825647037,2.804480385,0,1,1
2974,7.285371191,3.6944820469999997,1,1,1
2975,5.984941215,3.4886752739999998,0,1,0
2976,5.368988344,3.73788278,0,1,0
2977,4.0165902330000005,4.417134153,0,1,0
2979,7.719000805,2.8848187710000004,1,1,1
2980,5.983731294,3.84938277,0,1,0
2981,7.732601709,3.8549937460000003,1,1,1
2982,8.847880711,4.143450992,1,1,0
2983,7.561832947999999,4.0321503419999996,1,1,1
2984,8.758560056,4.444375642,1,1,0
2986,3.8329174089999998,4.768660397,0,1,0
2987,3.730128007,4.943032174,0,1,0
2988,5.801571267000001,4.425377564,0,1,0
2989,3.678431807,4.480108576,0,1,0
2990,5.14358748,3.09616449,0,1,0
2991,6.628256197000001,4.464457184,0,1,1
2993,3.102075565,4.2480753689999995,0,1,0
